label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
open_palm,0.0,0.0,0.0,0.13242789,-0.10689338,-0.04218487,0.22284845,-0.29401082,-0.05228191,0.27299792,-0.44454417,-0.06285599,0.3115831,-0.55967396,-0.07257236,0.10613075,-0.5156919,-0.0012830973,0.15085998,-0.6897407,-0.04032719,0.1889809,-0.79866135,-0.07851325,0.22751608,-0.88980895,-0.10475723,0.024198463,-0.5388705,-0.009837436,0.0460172,-0.7454096,-0.040353674,0.07718889,-0.8807116,-0.07216442,0.10801538,-0.9941478,-0.09443203,-0.052234374,-0.5174662,-0.028902827,-0.05276562,-0.7217869,-0.062527575,-0.032138977,-0.85618544,-0.08786801,-0.00481896,-0.9754262,-0.104699165,-0.12690017,-0.45679304,-0.0536153,-0.15234464,-0.6069429,-0.08673628,-0.15372564,-0.7181511,-0.101595424,-0.14428629,-0.8272617,-0.110500045
open_palm,0.0,0.0,0.0,0.13537031,-0.10633205,-0.05298579,0.23194534,-0.28630385,-0.068216,0.28460497,-0.44267678,-0.080587395,0.32524756,-0.5609719,-0.09111341,0.111744516,-0.5035557,-0.014894771,0.16779098,-0.67879695,-0.050766096,0.20223306,-0.7905284,-0.085800834,0.22972855,-0.88821375,-0.11045422,0.028875852,-0.5303264,-0.017675625,0.054569397,-0.74047154,-0.047309082,0.08197388,-0.87784433,-0.07701153,0.10425287,-0.9945494,-0.09754678,-0.04692638,-0.5130765,-0.030759107,-0.04846261,-0.7138526,-0.06449634,-0.026564032,-0.845252,-0.08949943,-0.0012840538,-0.9600433,-0.10501376,-0.12148946,-0.457357,-0.049921636,-0.14916095,-0.6112801,-0.08174282,-0.1482645,-0.7161661,-0.09470441,-0.13593234,-0.8138741,-0.101575874
open_palm,0.0,0.0,0.0,0.13531023,-0.11371295,-0.04595264,0.23260625,-0.3122638,-0.05335814,0.28143114,-0.47762457,-0.059569076,0.32186988,-0.5964967,-0.06486988,0.10060325,-0.5125638,0.0008332752,0.14645578,-0.6878277,-0.031180928,0.182315,-0.79642695,-0.064708814,0.21724474,-0.88771844,-0.08879015,0.016950348,-0.53049684,-0.0038678446,0.036800247,-0.73787344,-0.0290736,0.05863557,-0.877344,-0.06025852,0.079063796,-0.9968681,-0.08378328,-0.062110305,-0.5060386,-0.019296715,-0.06556933,-0.70764637,-0.050411765,-0.054112907,-0.8385526,-0.078589566,-0.037400566,-0.9560634,-0.09825701,-0.14234902,-0.4449784,-0.04034442,-0.16860151,-0.5928121,-0.072519824,-0.17571689,-0.6975131,-0.089180276,-0.17385224,-0.80351555,-0.10015255
open_palm,0.0,0.0,0.0,0.14414379,-0.09466594,-0.055779215,0.24278113,-0.26701266,-0.06745301,0.29804683,-0.42780897,-0.07683479,0.34108433,-0.5510548,-0.08487586,0.122181624,-0.498096,-0.0027207914,0.1734697,-0.677648,-0.03758611,0.21208395,-0.7879909,-0.073041014,0.2499598,-0.8823914,-0.09861972,0.04017976,-0.52497905,-0.002926811,0.066019684,-0.7322049,-0.033070017,0.09351851,-0.8730199,-0.06788718,0.12163823,-0.99257296,-0.09335954,-0.038157277,-0.5068522,-0.015262486,-0.038718507,-0.7071386,-0.052335754,-0.020849582,-0.84199864,-0.08544029,0.004879258,-0.96192396,-0.107098736,-0.1181688,-0.45514983,-0.033945803,-0.1363882,-0.60918516,-0.072755165,-0.13848552,-0.7220217,-0.09574873,-0.1294407,-0.8354556,-0.11033532
open_palm,0.0,0.0,0.0,0.13207154,-0.11852263,-0.054546356,0.2282561,-0.29619005,-0.07164177,0.27402663,-0.45493037,-0.08593028,0.30596107,-0.57883924,-0.09902838,0.09789951,-0.4995744,-0.022637375,0.13850881,-0.689029,-0.060910553,0.16431494,-0.8060807,-0.095759615,0.1873857,-0.90681076,-0.119933255,0.011806247,-0.51431835,-0.025655275,0.02690452,-0.7325284,-0.05752056,0.041813225,-0.8770215,-0.089991204,0.055618655,-0.9984506,-0.11330858,-0.06828651,-0.4861092,-0.038574006,-0.08265381,-0.68979627,-0.074947655,-0.07631375,-0.8218944,-0.103485845,-0.06347598,-0.9383011,-0.12208321,-0.14767084,-0.41893852,-0.057316344,-0.18483494,-0.5671922,-0.09400202,-0.19814615,-0.67205834,-0.11156879,-0.20177647,-0.77571017,-0.121705376
open_palm,0.0,0.0,0.0,0.139555,-0.10425875,-0.047103006,0.2374791,-0.29011273,-0.055261753,0.2933228,-0.44913808,-0.061944146,0.33301264,-0.56723726,-0.067881785,0.11246058,-0.5033615,-0.00295844,0.15875736,-0.68219227,-0.034334674,0.19022982,-0.79708266,-0.066691555,0.21976075,-0.895014,-0.0901811,0.02801885,-0.52452564,-0.0069040745,0.0472951,-0.734829,-0.034442827,0.06932231,-0.87631255,-0.067188114,0.08998563,-0.9959416,-0.09092196,-0.051689833,-0.5032938,-0.02102968,-0.058574557,-0.70738816,-0.054836366,-0.04809667,-0.8442303,-0.08556872,-0.03060628,-0.9642171,-0.10583591,-0.13378999,-0.4469075,-0.040548623,-0.16163811,-0.6018238,-0.076023184,-0.16834182,-0.71519405,-0.09589467,-0.1641134,-0.82870173,-0.108170494
open_palm,0.0,0.0,0.0,0.13860527,-0.10219243,-0.053790625,0.23816468,-0.27818012,-0.06761392,0.29831105,-0.4330418,-0.078829914,0.34530908,-0.54811805,-0.088203296,0.12105715,-0.501051,-0.009067685,0.17353442,-0.6827172,-0.043539867,0.21419635,-0.79634887,-0.078403145,0.25117317,-0.8937457,-0.102265105,0.03834666,-0.5269692,-0.008943921,0.06567286,-0.73533314,-0.035859063,0.091324426,-0.8734423,-0.06634284,0.11507031,-0.9933559,-0.087906,-0.04181591,-0.51341176,-0.019631062,-0.03921714,-0.71722823,-0.050984066,-0.026053531,-0.84939945,-0.07659602,-0.0053862114,-0.96476424,-0.09278338,-0.12514608,-0.46554017,-0.036751863,-0.14759018,-0.6209254,-0.067116626,-0.15569942,-0.73328596,-0.08119455,-0.15481341,-0.84271324,-0.08896246
open_palm,0.0,0.0,0.0,0.14336114,-0.09885088,-0.054632768,0.24846679,-0.28788507,-0.066539936,0.3022305,-0.45370954,-0.074797176,0.3434066,-0.564489,-0.08223999,0.123857856,-0.49701506,-0.021484056,0.16862786,-0.68131804,-0.054548357,0.19696017,-0.79622793,-0.08599802,0.22348027,-0.89538383,-0.109098494,0.035153676,-0.5165612,-0.022568364,0.057392947,-0.7288675,-0.05059711,0.07624956,-0.87218785,-0.082005285,0.09384481,-0.9955854,-0.10560967,-0.04766629,-0.49379444,-0.033351704,-0.0514881,-0.69432473,-0.066536,-0.04215934,-0.8283378,-0.096563175,-0.026300212,-0.9469598,-0.11736693,-0.13263622,-0.43424457,-0.050087303,-0.16369095,-0.58525145,-0.085462876,-0.17387167,-0.6919807,-0.10553626,-0.17304066,-0.7996372,-0.11852068
open_palm,0.0,0.0,0.0,0.12930228,-0.12971272,-0.0486849,0.21643087,-0.31127977,-0.061036274,0.2567992,-0.46561158,-0.07134049,0.2888661,-0.58370644,-0.080484346,0.08635112,-0.5068813,-0.012497357,0.12343239,-0.69721264,-0.04490987,0.14720201,-0.8137701,-0.0760142,0.16854489,-0.91356474,-0.098089725,0.00062423013,-0.51884764,-0.01679445,0.01290362,-0.73915756,-0.043586627,0.02749392,-0.8813803,-0.07317467,0.041725386,-0.9991277,-0.09443564,-0.08012523,-0.4877505,-0.030783623,-0.097987674,-0.692882,-0.063093856,-0.0941776,-0.825584,-0.09146106,-0.08189671,-0.94216627,-0.11039735,-0.16066408,-0.41854435,-0.050160285,-0.19923382,-0.56495553,-0.08442651,-0.21358068,-0.6683619,-0.10210226,-0.21633823,-0.7724023,-0.11266623
open_palm,0.0,0.0,0.0,0.13654654,-0.11630978,-0.046735927,0.22570193,-0.31075954,-0.0551434,0.26227257,-0.47252205,-0.062061552,0.29247725,-0.5930356,-0.06856199,0.097087435,-0.5136847,-0.0068371133,0.13836321,-0.6921759,-0.039025832,0.16238654,-0.8059986,-0.07254211,0.17936556,-0.9046995,-0.09671971,0.012390083,-0.53131986,-0.011102178,0.028065559,-0.74659425,-0.036334366,0.040283054,-0.885455,-0.066649355,0.04605855,-0.99893737,-0.08872907,-0.06727654,-0.50622994,-0.02506257,-0.07686341,-0.71312124,-0.055187445,-0.075698055,-0.8461164,-0.08270492,-0.07319152,-0.9620383,-0.10153298,-0.14707838,-0.44067097,-0.04459181,-0.17995645,-0.59063303,-0.07657526,-0.19661874,-0.69568074,-0.09228813,-0.20698014,-0.79690903,-0.10179533
open_palm,0.0,0.0,0.0,0.13012457,-0.10583183,-0.052385733,0.22883771,-0.28752545,-0.06696742,0.28342503,-0.43790635,-0.079943374,0.32859206,-0.5561501,-0.092205234,0.110595904,-0.514314,-0.0099836625,0.1578894,-0.6886307,-0.044612795,0.18609881,-0.80368567,-0.079482734,0.21113443,-0.9035693,-0.10567063,0.02813991,-0.5315472,-0.015135123,0.04721837,-0.7371956,-0.0452751,0.065307446,-0.8771335,-0.07886233,0.07959278,-0.996826,-0.10365015,-0.04938329,-0.5029189,-0.031014532,-0.054729797,-0.7040639,-0.06742275,-0.048863232,-0.8387346,-0.09832734,-0.03873082,-0.9629774,-0.119460374,-0.12478321,-0.4375705,-0.052846033,-0.15383743,-0.58234525,-0.09159885,-0.16553462,-0.688253,-0.112151615,-0.16920418,-0.7974147,-0.12520403
open_palm,0.0,0.0,0.0,0.12757143,-0.10278692,-0.045682814,0.22647414,-0.28111088,-0.058946434,0.2848853,-0.4284971,-0.07183013,0.3292367,-0.5471926,-0.08466111,0.113999106,-0.5077709,-0.009309396,0.16031143,-0.6816102,-0.045336697,0.19081566,-0.7932255,-0.080277584,0.21814276,-0.890385,-0.10591146,0.036162782,-0.5270484,-0.018589254,0.054872,-0.7356453,-0.049873136,0.07257712,-0.87590206,-0.08306589,0.085687496,-0.9963206,-0.10744055,-0.037908275,-0.50070447,-0.038018174,-0.041281164,-0.70401317,-0.07503802,-0.03312514,-0.8418432,-0.10530261,-0.021598719,-0.9680352,-0.12600328,-0.11179714,-0.43791494,-0.06269561,-0.13985994,-0.58641577,-0.10150722,-0.14891748,-0.69592875,-0.121327646,-0.1498021,-0.8071929,-0.13395685
open_palm,0.0,0.0,0.0,0.12829159,-0.10787254,-0.046652388,0.22719777,-0.2940556,-0.05802659,0.27578446,-0.44545546,-0.06797516,0.31359148,-0.5593687,-0.077431455,0.09776557,-0.51415014,-0.010338935,0.13849291,-0.69082433,-0.043310188,0.16373043,-0.8026044,-0.07541433,0.18684746,-0.89764756,-0.098910145,0.016485358,-0.5275794,-0.017022118,0.032195397,-0.7386092,-0.045610644,0.048823368,-0.87832165,-0.0762174,0.062340472,-0.9980535,-0.09857879,-0.058204167,-0.49700472,-0.033527788,-0.06812788,-0.6987136,-0.06731771,-0.061607953,-0.8311166,-0.095876075,-0.050767217,-0.95218736,-0.115532055,-0.13150828,-0.42864677,-0.055374708,-0.16155007,-0.57528615,-0.09048709,-0.17300615,-0.679508,-0.10835079,-0.1773295,-0.7855871,-0.119862
open_palm,0.0,0.0,0.0,0.12694794,-0.1200859,-0.047904696,0.21371554,-0.3187876,-0.058500037,0.26322109,-0.48113263,-0.06753641,0.30658472,-0.59304905,-0.075814694,0.077908844,-0.5156391,-0.0064731017,0.119506136,-0.69591635,-0.03780179,0.14535601,-0.81067944,-0.070507556,0.1678142,-0.9068583,-0.09444481,-0.004170983,-0.5278465,-0.0104653705,0.00703341,-0.7402412,-0.03587055,0.017632643,-0.8810473,-0.066317044,0.025919925,-0.9996626,-0.089274116,-0.07969724,-0.49740514,-0.024404652,-0.08961327,-0.70054865,-0.054312132,-0.086428575,-0.83188254,-0.082032874,-0.08034955,-0.9483371,-0.10171525,-0.15399213,-0.42945528,-0.044069625,-0.18464346,-0.5746591,-0.075640105,-0.19978262,-0.6776388,-0.09199433,-0.20903632,-0.78007454,-0.102657825
open_palm,0.0,0.0,0.0,0.12552723,-0.11741212,-0.056459274,0.21081501,-0.31322736,-0.073205926,0.25311473,-0.48117286,-0.08679576,0.3018043,-0.5996996,-0.10005749,0.07473571,-0.5100526,-0.024008777,0.108949155,-0.695078,-0.06071721,0.12948878,-0.81221694,-0.09472534,0.14770882,-0.91336936,-0.12018015,-0.009773974,-0.5179087,-0.02694869,-0.005579737,-0.73389614,-0.059764728,0.0009794466,-0.8779799,-0.09263924,0.005849207,-0.9999815,-0.11707118,-0.08541012,-0.48110157,-0.04006832,-0.109120436,-0.6852961,-0.07912848,-0.11246019,-0.82103044,-0.110920705,-0.109643936,-0.94323266,-0.13252166,-0.15934475,-0.40647236,-0.058993816,-0.20569633,-0.55007505,-0.10050546,-0.22669853,-0.65634143,-0.12358278,-0.2378021,-0.7664538,-0.13850732
open_palm,0.0,0.0,0.0,0.12919803,-0.11094176,-0.0536708,0.2185493,-0.30419484,-0.06748502,0.26855847,-0.46836895,-0.078893095,0.30869588,-0.5836859,-0.09013307,0.082223974,-0.5148275,-0.017330622,0.118661515,-0.6985548,-0.05102925,0.14182866,-0.81426644,-0.083967835,0.16213185,-0.9139489,-0.1087328,-0.0030261786,-0.5237942,-0.020789817,0.004149936,-0.73797065,-0.05045346,0.012795718,-0.8802061,-0.08265465,0.019279404,-0.9998127,-0.106917925,-0.0804615,-0.48839244,-0.034549378,-0.100350566,-0.69408673,-0.07052777,-0.10243723,-0.8315616,-0.10184214,-0.09865586,-0.95349914,-0.123433456,-0.1574023,-0.4163023,-0.05416454,-0.20025311,-0.56713736,-0.09298677,-0.21920274,-0.6773053,-0.11520116,-0.22780225,-0.789905,-0.12980127
open_palm,0.0,0.0,0.0,0.13085638,-0.108774856,-0.055819992,0.22054937,-0.2891472,-0.07246611,0.2698314,-0.44300148,-0.08704555,0.3057803,-0.5682749,-0.10100336,0.09096017,-0.5093276,-0.01564047,0.1323386,-0.68320006,-0.05562395,0.16130696,-0.79911095,-0.09482761,0.18678501,-0.9020648,-0.123194456,0.009660207,-0.5286553,-0.018511811,0.023029786,-0.7358821,-0.052669153,0.039714426,-0.8767984,-0.087856494,0.05297103,-0.99859464,-0.11330917,-0.0644358,-0.5013169,-0.032377724,-0.074061505,-0.7030999,-0.07136955,-0.068389185,-0.84052676,-0.101349704,-0.059300583,-0.96493495,-0.120772466,-0.13470693,-0.4388163,-0.052649006,-0.16398355,-0.58937705,-0.09204027,-0.17774652,-0.7008246,-0.112003215,-0.18551339,-0.8112289,-0.12406244
open_palm,0.0,0.0,0.0,0.1234657,-0.10652726,-0.035736386,0.205565,-0.2955547,-0.043062225,0.2581894,-0.44048542,-0.05212943,0.30488837,-0.5450788,-0.061376423,0.092832096,-0.5107549,0.0014721442,0.13591133,-0.68222594,-0.031944435,0.16487299,-0.79347366,-0.06617521,0.19114205,-0.88971925,-0.091899514,0.01663124,-0.53197634,-0.010207732,0.033218596,-0.7356343,-0.039436374,0.050550092,-0.8758516,-0.071336925,0.065575585,-0.99784625,-0.09510953,-0.05394767,-0.50902605,-0.03130942,-0.060993977,-0.7114583,-0.06474081,-0.051831473,-0.844639,-0.09199167,-0.037841927,-0.9646712,-0.111207455,-0.12332919,-0.44946826,-0.057296924,-0.15133454,-0.5960616,-0.091605574,-0.15808514,-0.70612806,-0.10912074,-0.15513878,-0.8163179,-0.12090168
open_palm,0.0,0.0,0.0,0.12482831,-0.11013549,-0.043290213,0.2092058,-0.28941697,-0.05644154,0.2607003,-0.43906122,-0.07041634,0.30498567,-0.5518282,-0.08440783,0.0942133,-0.50873506,-0.00747617,0.13835084,-0.68723905,-0.04470413,0.16659524,-0.8002043,-0.08086891,0.19154105,-0.89980483,-0.10772943,0.018230716,-0.5275861,-0.017798742,0.035425518,-0.7332222,-0.05102536,0.050615005,-0.8754574,-0.0857525,0.06326361,-0.99799544,-0.11147093,-0.052606095,-0.5010131,-0.038187757,-0.058001623,-0.70223314,-0.07585433,-0.048192307,-0.83961266,-0.10644448,-0.034349147,-0.96280766,-0.12753794,-0.123611666,-0.43704447,-0.06381842,-0.151407,-0.58374685,-0.102641314,-0.15935078,-0.6951167,-0.12302061,-0.15864386,-0.8052689,-0.13633633
open_palm,0.0,0.0,0.0,0.12418045,-0.10918917,-0.05052048,0.21457,-0.2877307,-0.067061074,0.257438,-0.44357517,-0.08182346,0.29636315,-0.56648606,-0.09550544,0.08609312,-0.51307714,-0.016604416,0.12601544,-0.6946618,-0.053318158,0.1518973,-0.80631036,-0.087986805,0.1755378,-0.90396744,-0.113139056,0.0077423914,-0.52826935,-0.022396483,0.021665702,-0.73691404,-0.05388699,0.036189552,-0.8780959,-0.086414345,0.048324525,-0.99883026,-0.11027482,-0.064361915,-0.49810463,-0.038297027,-0.07489573,-0.69750917,-0.073930435,-0.06665774,-0.8343752,-0.10366563,-0.054403808,-0.95875275,-0.124109484,-0.13505898,-0.43091527,-0.05979277,-0.16556656,-0.57968324,-0.09717655,-0.17666343,-0.6884661,-0.11687248,-0.18125767,-0.7964813,-0.12923327
open_palm,0.0,0.0,0.0,0.12268523,-0.118006855,-0.04402083,0.20653535,-0.3110093,-0.05364058,0.25780353,-0.4662802,-0.06294449,0.28807765,-0.5804008,-0.07199157,0.076850556,-0.51875955,-0.005209373,0.11582329,-0.6958253,-0.037825696,0.1423222,-0.8072583,-0.071854755,0.16613188,-0.9024427,-0.09705703,-0.004593408,-0.5313444,-0.013041609,0.003274339,-0.7401422,-0.04023787,0.014394772,-0.88061357,-0.07256077,0.023375317,-0.99972534,-0.09721532,-0.079773985,-0.49780798,-0.030861432,-0.09586724,-0.70085853,-0.06319034,-0.09411283,-0.83452284,-0.0938364,-0.08742681,-0.95504373,-0.11587062,-0.15363628,-0.42645562,-0.05408569,-0.19191107,-0.5712229,-0.08935082,-0.20994072,-0.67820776,-0.10958001,-0.21925679,-0.78744984,-0.12329611
open_palm,0.0,0.0,0.0,0.12737808,-0.1127493,-0.05144056,0.21352279,-0.3011659,-0.06606996,0.2599059,-0.45841622,-0.0789552,0.29852086,-0.57737756,-0.091480166,0.08557967,-0.51655626,-0.013554444,0.12541182,-0.6920201,-0.049646433,0.14984484,-0.80893356,-0.085321784,0.1708282,-0.90899676,-0.1118641,0.0029965625,-0.5317387,-0.018369347,0.012806058,-0.7400003,-0.049909152,0.025637783,-0.88132983,-0.08342102,0.035311405,-0.9993749,-0.107937776,-0.07189737,-0.49961618,-0.03349078,-0.085815765,-0.7032369,-0.0705018,-0.08330998,-0.8394731,-0.101082355,-0.07643871,-0.96225137,-0.12179721,-0.1433655,-0.43083236,-0.05436079,-0.17812741,-0.5763351,-0.093591005,-0.19449855,-0.68573195,-0.114904955,-0.20319286,-0.7965265,-0.12838475
